'sample interval','SpO2','hr'
'1 sec','%','bpm'
0,97.99993896,99.99938963
1,97.99993896,99.99938963
2,97.99993896,98.99983215
3,97.99993896,98.99983215
4,97.99993896,98.99983215
5,97.99993896,90.99917600
6,97.99993896,86.00054933
7,97.99993896,83.00019837
8,97.99993896,80.00068667
9,97.99993896,79.00028993
10,97.99993896,79.00028993
11,97.99993896,80.00068667
12,97.99993896,80.00068667
13,97.99993896,84.00059511
14,97.99993896,84.00059511
15,97.99993896,85.00015259
16,97.99993896,82.00064089
17,97.99993896,80.00068667
18,97.99993896,78.00073244
19,97.99993896,74.00082400
20,97.99993896,74.00082400
21,97.99993896,74.00082400
22,97.99993896,74.00082400
23,97.99993896,74.00082400
24,97.99993896,73.00042726
25,97.99993896,73.00042726
26,97.99993896,72.00003052
27,97.99993896,72.00003052
28,96.99990844,72.00003052
29,96.99990844,71.00047304
30,96.99990844,71.00047304
31,96.99990844,71.00047304
32,96.99990844,71.00047304
33,96.99990844,71.00047304
34,96.99990844,70.00007630
35,96.99990844,70.00007630
36,96.99990844,69.00051881
37,96.99990844,69.00051881
38,96.99990844,68.00012207
39,96.99990844,69.00051881
40,96.99990844,69.00051881
41,96.99990844,70.00007630
42,96.99990844,70.00007630
43,96.99990844,70.00007630
44,96.99990844,70.00007630
45,97.99993896,69.00051881
46,97.99993896,69.00051881
47,96.99990844,70.00007630
48,96.99990844,70.00007630
49,96.99990844,70.00007630
50,97.99993896,71.00047304
51,96.99990844,71.00047304
52,97.99993896,71.00047304
53,96.99990844,71.00047304
54,96.99990844,71.00047304
55,96.99990844,71.00047304
56,96.99990844,71.00047304
57,96.99990844,71.00047304
58,96.99990844,71.00047304
59,96.99990844,72.00003052
60,96.99990844,72.00003052
61,96.99990844,72.00003052
62,96.99990844,72.00003052
63,96.99990844,72.00003052
64,96.99990844,70.00007630
65,96.99990844,69.00051881
66,96.99990844,68.00012207
67,96.99990844,68.00012207
68,96.99990844,68.00012207
69,96.99990844,68.00012207
70,96.99990844,69.00051881
71,96.99990844,68.00012207
72,96.99990844,68.00012207
73,96.99990844,68.00012207
74,96.99990844,68.00012207
75,96.99990844,68.00012207
76,96.99990844,68.00012207
77,96.99990844,67.00056459
78,96.99990844,67.00056459
79,96.99990844,67.00056459
80,96.99990844,68.00012207
81,96.99990844,69.00051881
82,96.99990844,70.00007630
83,96.00000000,71.00047304
84,96.00000000,71.00047304
85,96.00000000,72.00003052
86,96.00000000,71.00047304
87,96.00000000,70.00007630
88,96.00000000,70.00007630
89,96.00000000,69.00051881
90,96.00000000,69.00051881
91,96.00000000,69.00051881
92,96.00000000,69.00051881
93,96.00000000,69.00051881
94,96.00000000,70.00007630
95,96.00000000,69.00051881
96,96.00000000,69.00051881
97,96.00000000,68.00012207
98,96.00000000,69.00051881
99,96.00000000,69.00051881
100,96.00000000,70.00007630
101,96.00000000,70.00007630
102,96.00000000,70.00007630
103,96.00000000,71.00047304
104,96.00000000,71.00047304
105,96.00000000,71.00047304
106,96.00000000,71.00047304
107,96.00000000,71.00047304
108,96.00000000,71.00047304
109,96.00000000,71.00047304
110,96.00000000,70.00007630
111,96.00000000,70.00007630
112,96.00000000,69.00051881
113,96.00000000,69.00051881
114,96.00000000,69.00051881
115,96.00000000,69.00051881
116,96.00000000,68.00012207
117,96.00000000,68.00012207
118,96.00000000,68.00012207
119,96.00000000,68.00012207
120,96.00000000,68.00012207
121,96.00000000,67.00056459
122,96.00000000,67.00056459
123,96.00000000,67.00056459
124,96.00000000,67.00056459
125,96.00000000,67.00056459
126,96.00000000,67.00056459
127,96.00000000,68.00012207
128,96.00000000,68.00012207
129,96.00000000,68.00012207
130,96.00000000,69.00051881
131,96.00000000,69.00051881
132,96.00000000,68.00012207
133,96.00000000,68.00012207
134,96.00000000,68.00012207
135,96.00000000,68.00012207
136,96.00000000,68.00012207
137,96.00000000,68.00012207
138,96.00000000,68.00012207
139,96.00000000,69.00051881
140,96.00000000,70.00007630
141,96.00000000,71.00047304
142,96.00000000,71.00047304
143,96.00000000,70.00007630
144,96.00000000,70.00007630
145,96.00000000,68.00012207
146,96.00000000,68.00012207
147,96.00000000,67.00056459
148,96.00000000,67.00056459
149,96.00000000,68.00012207
150,96.00000000,69.00051881
151,96.00000000,69.00051881
152,96.00000000,70.00007630
153,96.00000000,70.00007630
154,96.00000000,70.00007630
155,96.00000000,69.00051881
156,96.00000000,69.00051881
157,96.00000000,68.00012207
158,96.00000000,67.00056459
159,96.00000000,67.00056459
160,96.00000000,67.00056459
161,96.00000000,67.00056459
162,96.00000000,68.00012207
163,96.00000000,69.00051881
164,96.00000000,69.00051881
165,96.00000000,69.00051881
166,96.00000000,69.00051881
167,96.00000000,69.00051881
168,96.00000000,69.00051881
169,96.00000000,69.00051881
170,96.00000000,70.00007630
171,96.00000000,70.00007630
172,96.00000000,70.00007630
173,96.00000000,70.00007630
174,96.00000000,71.00047304
175,96.00000000,70.00007630
176,96.00000000,70.00007630
177,96.00000000,70.00007630
178,96.00000000,70.00007630
179,96.00000000,70.00007630
180,96.00000000,70.00007630
