'sample interval','SpO2','hr'
'1 sec','%','bpm'
0,96.99987793,81.00000000
1,97.99993896,76.00010681
2,97.99993896,75.00032044
3,97.99993896,73.00074770
4,97.99993896,72.00000000
5,97.99993896,71.00021363
6,97.99993896,70.00042726
7,97.99993896,68.00085452
8,97.99993896,66.00032044
9,97.99993896,64.00074770
10,97.99993896,63.00000000
11,97.99993896,62.00021363
12,97.99993896,62.00021363
13,97.99993896,62.00021363
14,97.99993896,64.00074770
15,97.99993896,64.00074770
16,97.99993896,65.00053407
17,97.99993896,66.00032044
18,97.99993896,66.00032044
19,97.99993896,66.00032044
20,97.99993896,68.00085452
21,97.99993896,68.00085452
22,97.99993896,67.00010681
23,96.99987793,67.00010681
24,96.99987793,67.00010681
25,96.99987793,67.00010681
26,96.99987793,67.00010681
27,96.99987793,67.00010681
28,96.99987793,67.00010681
29,96.99987793,66.00032044
30,96.99987793,66.00032044
31,96.99987793,67.00010681
32,96.99987793,66.00032044
33,96.99987793,66.00032044
34,96.99987793,66.00032044
35,96.99987793,65.00053407
36,96.99987793,65.00053407
37,96.99987793,65.00053407
38,96.99987793,65.00053407
39,96.99987793,64.00074770
40,96.99987793,64.00074770
41,96.99987793,64.00074770
42,96.99987793,64.00074770
43,96.99987793,64.00074770
44,96.99987793,64.00074770
45,96.99987793,64.00074770
46,96.99987793,64.00074770
47,96.99987793,65.00053407
48,96.99987793,65.00053407
49,96.99987793,66.00032044
50,96.99987793,69.00064089
51,96.99987793,69.00064089
52,96.99987793,69.00064089
53,96.99987793,68.00085452
54,96.99987793,66.00032044
55,96.99987793,65.00053407
56,96.99987793,64.00074770
57,97.99993896,64.00074770
58,97.99993896,64.00074770
59,96.99987793,65.00053407
60,96.99987793,67.00010681
61,96.99987793,67.00010681
62,96.99987793,68.00085452
63,96.99987793,70.00042726
64,96.99987793,70.00042726
65,96.99987793,70.00042726
66,96.99987793,69.00064089
67,96.99987793,68.00085452
68,96.99987793,68.00085452
69,96.99987793,68.00085452
70,96.99987793,68.00085452
71,96.99987793,68.00085452
72,96.99987793,68.00085452
73,96.99987793,68.00085452
74,95.99995422,66.00032044
75,95.99995422,65.00053407
76,95.99995422,64.00074770
77,95.99995422,64.00074770
78,95.99995422,65.00053407
79,95.99995422,65.00053407
80,95.99995422,67.00010681
81,95.99995422,67.00010681
82,96.99987793,67.00010681
83,96.99987793,67.00010681
84,96.99987793,66.00032044
85,96.99987793,65.00053407
86,96.99987793,64.00074770
87,96.99987793,64.00074770
88,96.99987793,64.00074770
89,96.99987793,64.00074770
90,96.99987793,64.00074770
91,96.99987793,65.00053407
92,96.99987793,66.00032044
93,96.99987793,66.00032044
94,96.99987793,66.00032044
95,96.99987793,66.00032044
96,96.99987793,66.00032044
97,96.99987793,66.00032044
98,96.99987793,66.00032044
99,96.99987793,66.00032044
100,96.99987793,66.00032044
101,96.99987793,66.00032044
102,96.99987793,65.00053407
103,96.99987793,65.00053407
104,96.99987793,66.00032044
105,96.99987793,66.00032044
106,96.99987793,65.00053407
107,96.99987793,65.00053407
108,96.99987793,66.00032044
109,96.99987793,66.00032044
110,95.99995422,65.00053407
111,95.99995422,65.00053407
112,95.99995422,65.00053407
113,95.99995422,66.00032044
114,95.99995422,66.00032044
115,95.99995422,65.00053407
116,95.99995422,65.00053407
117,95.99995422,65.00053407
118,96.99987793,65.00053407
119,96.99987793,65.00053407
120,96.99987793,64.00074770
121,96.99987793,64.00074770
122,96.99987793,65.00053407
123,96.99987793,66.00032044
124,96.99987793,66.00032044
125,96.99987793,66.00032044
126,96.99987793,66.00032044
127,96.99987793,65.00053407
128,96.99987793,65.00053407
129,96.99987793,64.00074770
130,96.99987793,64.00074770
131,96.99987793,64.00074770
132,96.99987793,64.00074770
133,96.99987793,65.00053407
134,96.99987793,65.00053407
135,96.99987793,65.00053407
136,97.99993896,66.00032044
137,97.99993896,65.00053407
138,97.99993896,65.00053407
139,97.99993896,65.00053407
140,97.99993896,64.00074770
141,96.99987793,64.00074770
142,96.99987793,64.00074770
143,96.99987793,67.00010681
144,96.99987793,68.00085452
145,96.99987793,68.00085452
146,96.99987793,67.00010681
147,96.99987793,65.00053407
148,96.99987793,64.00074770
149,96.99987793,64.00074770
150,96.99987793,64.00074770
151,97.99993896,64.00074770
152,97.99993896,65.00053407
153,96.99987793,70.00042726
154,96.99987793,70.00042726
155,96.99987793,75.00032044
156,97.99993896,77.00085452
157,97.99993896,78.00064089
158,97.99993896,76.00010681
159,97.99993896,71.00021363
160,97.99993896,71.00021363
161,97.99993896,69.00064089
162,97.99993896,69.00064089
163,97.99993896,69.00064089
164,97.99993896,68.00085452
165,97.99993896,68.00085452
166,97.99993896,68.00085452
167,96.99987793,68.00085452
168,96.99987793,68.00085452
169,96.99987793,68.00085452
170,96.99987793,67.00010681
171,96.99987793,67.00010681
172,96.99987793,67.00010681
173,96.99987793,69.00064089
174,96.99987793,69.00064089
175,96.99987793,70.00042726
176,96.99987793,72.00000000
177,96.99987793,70.00042726
178,96.99987793,69.00064089
179,96.99987793,67.00010681
180,96.99987793,67.00010681
181,96.99987793,68.00085452
182,95.99995422,68.00085452
183,95.99995422,69.00064089
184,95.99995422,69.00064089
185,95.99995422,70.00042726
186,96.99987793,71.00021363
187,96.99987793,71.00021363
188,96.99987793,70.00042726
189,96.99987793,70.00042726
190,96.99987793,69.00064089
191,96.99987793,69.00064089
192,96.99987793,69.00064089
193,96.99987793,69.00064089
194,96.99987793,69.00064089
195,96.99987793,69.00064089
196,96.99987793,69.00064089
197,96.99987793,69.00064089
198,96.99987793,70.00042726
199,96.99987793,70.00042726
200,96.99987793,70.00042726
201,96.99987793,71.00021363
202,96.99987793,70.00042726
203,96.99987793,69.00064089
204,96.99987793,68.00085452
205,96.99987793,68.00085452
206,96.99987793,68.00085452
207,96.99987793,68.00085452
208,96.99987793,68.00085452
209,96.99987793,68.00085452
