'sample interval','ax','ay','az','temp','EDA'
'0.125 sec','NU','NU','NU','degC','NU'
0,0.77995453,-0.85996521,-0.10002029,27.40001831,0.01600043
1,0.76995575,-0.86997589,-0.03004273,27.40001831,0.01400110
2,0.76995575,-0.86997589,-0.04003952,27.40001831,0.01600043
3,0.75995697,-0.86997589,-0.04003952,27.40001831,0.01600043
4,0.76995575,-0.85996521,-0.03004273,27.40001831,0.01400110
5,0.76995575,-0.85996521,-0.04003952,27.40001831,0.01400110
6,0.75995697,-0.86997589,-0.03004273,27.40001831,0.01400110
7,0.76995575,-0.85996521,-0.03004273,27.40001831,0.01400110
8,0.76995575,-0.86997589,-0.03004273,27.40001831,0.01400110
9,0.76995575,-0.86997589,-0.04003952,27.40001831,0.01400110
10,0.76995575,-0.86997589,-0.04003952,27.40001831,0.01200061
11,0.76995575,-0.85996521,-0.04003952,27.40001831,0.01600043
12,0.76995575,-0.86997589,-0.03004273,27.40001831,0.01400110
13,0.76995575,-0.85996521,-0.03004273,27.40001831,0.01400110
14,0.76995575,-0.85996521,-0.03004273,27.40001831,0.01400110
15,0.76995575,-0.86997589,-0.03004273,27.40001831,0.01400110
16,0.77995453,-0.86997589,-0.04003952,27.40001831,0.01400110
17,0.76995575,-0.85996521,-0.03004273,27.40001831,0.01400110
18,0.76995575,-0.86997589,-0.03004273,27.40001831,0.01400110
19,0.76995575,-0.86997589,-0.03004273,27.40001831,0.01400110
20,0.76995575,-0.85996521,-0.04003952,27.40001831,0.01400110
21,0.76995575,-0.85996521,-0.04003952,27.40001831,0.01400110
22,0.75995697,-0.86997589,-0.04003952,27.40001831,0.01400110
23,0.76995575,-0.86997589,-0.03004273,27.40001831,0.01400110
24,0.76995575,-0.86997589,-0.04003952,27.40001831,0.01400110
25,0.75995697,-0.86997589,-0.04003952,27.40001831,0.01400110
26,0.75995697,-0.86997589,-0.04003952,27.40001831,0.01600043
27,0.75995697,-0.86997589,-0.04003952,27.40001831,0.01600043
28,0.76995575,-0.86997589,-0.03004273,27.40001831,0.01400110
29,0.75995697,-0.86997589,-0.03004273,27.40001831,0.01400110
30,0.76995575,-0.86997589,-0.03004273,27.40001831,0.01400110
31,0.76995575,-0.85996521,-0.03004273,27.40001831,0.01200061
32,0.76995575,-0.85996521,-0.03004273,27.40001831,0.01400110
33,0.76995575,-0.86997589,-0.04003952,27.40001831,0.01400110
34,0.76995575,-0.85996521,-0.04003952,27.40001831,0.01600043
35,0.75995697,-0.86997589,-0.04003952,27.40001831,0.01400110
36,0.76995575,-0.86997589,-0.03004273,27.40001831,0.01200061
37,0.76995575,-0.86997589,-0.03004273,27.40001831,0.01400110
38,0.75995697,-0.85996521,-0.04003952,27.40001831,0.01400110
39,0.76995575,-0.85996521,-0.03004273,27.40001831,0.01400110
40,0.76995575,-0.86997589,-0.03004273,27.40001831,0.01400110
41,0.76995575,-0.86997589,-0.03004273,27.40001831,0.01400110
42,0.76995575,-0.85996521,-0.03004273,27.40001831,0.01600043
43,0.76995575,-0.85996521,-0.04003952,27.40001831,0.01400110
44,0.76995575,-0.86997589,-0.03004273,27.60005493,0.01400110
45,0.76995575,-0.86997589,-0.03004273,27.40001831,0.01400110
46,0.75995697,-0.85996521,-0.04003952,27.40001831,0.01400110
47,0.76995575,-0.86997589,-0.04003952,27.60005493,0.01400110
48,0.76995575,-0.86997589,-0.03004273,27.40001831,0.01600043
49,0.76995575,-0.85996521,-0.03004273,27.40001831,0.01400110
50,0.76995575,-0.86997589,-0.04003952,27.40001831,0.01600043
51,0.76995575,-0.86997589,-0.04003952,27.40001831,0.01400110
52,0.76995575,-0.86997589,-0.04003952,27.40001831,0.01400110
53,0.76995575,-0.86997589,-0.03004273,27.60005493,0.01400110
54,0.76995575,-0.86997589,-0.04003952,27.60005493,0.01600043
55,0.76995575,-0.86997589,-0.04003952,27.40001831,0.01400110
56,0.76995575,-0.86997589,-0.03004273,27.60005493,0.01400110
57,0.75995697,-0.86997589,-0.03004273,27.40001831,0.01600043
58,0.76995575,-0.86997589,-0.04003952,27.60005493,0.01400110
59,0.76995575,-0.85996521,-0.03004273,27.40001831,0.01400110
60,0.76995575,-0.86997589,-0.03004273,27.60005493,0.01400110
61,0.76995575,-0.85996521,-0.03004273,27.40001831,0.01400110
62,0.76995575,-0.86997589,-0.04003952,27.60005493,0.01400110
63,0.76995575,-0.86997589,-0.03004273,27.40001831,0.01600043
64,0.76995575,-0.85996521,-0.03004273,27.60005493,0.01600043
65,0.76995575,-0.85996521,-0.03004273,27.40001831,0.01400110
66,0.76995575,-0.85996521,-0.03004273,27.40001831,0.01600043
67,0.76995575,-0.86997589,-0.04003952,27.60005493,0.01400110
68,0.76995575,-0.86997589,-0.04003952,27.40001831,0.01600043
69,0.76995575,-0.86997589,-0.03004273,27.60005493,0.01400110
70,0.76995575,-0.86997589,-0.03004273,27.60005493,0.01600043
71,0.76995575,-0.86997589,-0.03004273,27.60005493,0.01600043
72,0.76995575,-0.86997589,-0.03004273,27.60005493,0.01400110
73,0.76995575,-0.85996521,-0.04003952,27.60005493,0.01600043
74,0.75995697,-0.86997589,-0.04003952,27.60005493,0.01600043
75,0.76995575,-0.86997589,-0.04003952,27.60005493,0.01600043
76,0.76995575,-0.85996521,-0.03004273,27.60005493,0.01600043
77,0.76995575,-0.86997589,-0.04003952,27.60005493,0.01600043
78,0.76995575,-0.85996521,-0.04003952,27.60005493,0.01600043
79,0.75995697,-0.86997589,-0.04003952,27.60005493,0.01600043
80,0.76995575,-0.86997589,-0.04003952,27.60005493,0.01600043
81,0.75995697,-0.86997589,-0.04003952,27.60005493,0.01600043
82,0.76995575,-0.87998657,-0.03004273,27.60005493,0.01600043
83,0.76995575,-0.86997589,-0.03004273,27.60005493,0.01400110
84,0.75995697,-0.86997589,-0.04003952,27.60005493,0.01600043
85,0.76995575,-0.86997589,-0.04003952,27.60005493,0.01600043
86,0.76995575,-0.86997589,-0.03004273,27.60005493,0.01600043
87,0.76995575,-0.86997589,-0.04003952,27.60005493,0.01600043
88,0.75995697,-0.86997589,-0.03004273,27.60005493,0.01600043
89,0.75995697,-0.86997589,-0.03004273,27.60005493,0.01600043
90,0.76995575,-0.86997589,-0.03004273,27.60005493,0.01600043
91,0.76995575,-0.86997589,-0.04003952,27.60005493,0.01600043
92,0.75995697,-0.85996521,-0.03004273,27.60005493,0.01600043
93,0.75995697,-0.86997589,-0.04003952,27.60005493,0.01600043
94,0.76995575,-0.86997589,-0.03004273,27.60005493,0.01600043
95,0.76995575,-0.86997589,-0.04003952,27.60005493,0.01600043
96,0.75995697,-0.86997589,-0.03004273,27.60005493,0.01600043
97,0.76995575,-0.86997589,-0.04003952,27.60005493,0.01600043
98,0.76995575,-0.86997589,-0.04003952,27.60005493,0.01600043
99,0.75995697,-0.86997589,-0.03004273,27.60005493,0.01600043
100,0.75995697,-0.86997589,-0.04003952,27.60005493,0.01600043
101,0.76995575,-0.86997589,-0.04003952,27.60005493,0.01600043
102,0.75995697,-0.86997589,-0.03004273,27.60005493,0.01600043
103,0.76995575,-0.86997589,-0.03004273,27.60005493,0.01600043
104,0.75995697,-0.86997589,-0.03004273,27.60005493,0.01600043
105,0.76995575,-0.86997589,-0.04003952,27.60005493,0.01600043
106,0.76995575,-0.86997589,-0.03004273,27.60005493,0.01600043
107,0.75995697,-0.85996521,-0.03004273,27.60005493,0.01600043
108,0.76995575,-0.86997589,-0.04003952,27.60005493,0.01600043
109,0.76995575,-0.86997589,-0.04003952,27.60005493,0.01400110
110,0.76995575,-0.85996521,-0.03004273,27.60005493,0.01600043
111,0.76995575,-0.86997589,-0.03004273,27.60005493,0.01600043
112,0.76995575,-0.86997589,-0.03004273,27.60005493,0.01600043
113,0.76995575,-0.86997589,-0.03004273,27.60005493,0.01600043
114,0.76995575,-0.85996521,-0.03004273,27.60005493,0.01600043
115,0.76995575,-0.86997589,-0.03004273,27.60005493,0.01600043
116,0.76995575,-0.85996521,-0.04003952,27.60005493,0.01600043
117,0.76995575,-0.86997589,-0.03004273,27.60005493,0.01600043
118,0.76995575,-0.86997589,-0.03004273,27.60005493,0.01600043
119,0.76995575,-0.85996521,-0.03004273,27.60005493,0.01600043
120,0.76995575,-0.86997589,-0.03004273,27.60005493,0.01600043
121,0.76995575,-0.86997589,-0.03004273,27.60005493,0.01600043
122,0.75995697,-0.86997589,-0.03004273,27.60005493,0.01600043
123,0.75995697,-0.86997589,-0.04003952,27.60005493,0.01600043
124,0.76995575,-0.86997589,-0.03004273,27.60005493,0.01600043
125,0.76995575,-0.86997589,-0.03004273,27.60005493,0.01600043
126,0.75995697,-0.86997589,-0.03004273,27.60005493,0.01600043
127,0.76995575,-0.86997589,-0.03004273,27.60005493,0.01600043
128,0.76995575,-0.85996521,-0.04003952,27.60005493,0.01600043
129,0.75995697,-0.86997589,-0.04003952,27.60005493,0.01600043
130,0.76995575,-0.86997589,-0.04003952,27.60005493,0.01600043
131,0.75995697,-0.86997589,-0.03004273,27.60005493,0.01600043
132,0.76995575,-0.86997589,-0.03004273,27.60005493,0.01600043
133,0.76995575,-0.85996521,-0.03004273,27.90007019,0.01600043
134,0.76995575,-0.86997589,-0.03004273,27.60005493,0.01600043
135,0.75995697,-0.85996521,-0.03004273,27.60005493,0.01600043
136,0.76995575,-0.86997589,-0.03004273,27.60005493,0.01600043
137,0.76995575,-0.85996521,-0.03004273,27.60005493,0.01600043
138,0.76995575,-0.86997589,-0.03004273,27.60005493,0.01600043
139,0.76995575,-0.85996521,-0.03004273,27.90007019,0.01600043
140,0.75995697,-0.86997589,-0.03004273,27.60005493,0.01600043
141,0.75995697,-0.85996521,-0.03004273,27.60005493,0.01600043
142,0.76995575,-0.85996521,-0.04003952,27.90007019,0.01600043
143,0.75995697,-0.86997589,-0.04003952,27.60005493,0.01600043
144,0.75995697,-0.86997589,-0.03004273,27.90007019,0.01600043
145,0.75995697,-0.86997589,-0.03004273,27.60005493,0.01600043
146,0.75995697,-0.86997589,-0.03004273,27.90007019,0.01600043
147,0.75995697,-0.86997589,-0.04003952,27.60005493,0.01600043
148,0.75995697,-0.86997589,-0.03004273,27.60005493,0.01600043
149,0.75995697,-0.86997589,-0.03004273,27.90007019,0.01600043
150,0.75995697,-0.86997589,-0.03004273,27.60005493,0.01400110
151,0.76995575,-0.86997589,-0.03004273,27.60005493,0.01600043
152,0.76995575,-0.86997589,-0.03004273,27.90007019,0.01600043
153,0.76995575,-0.86997589,-0.03004273,27.60005493,0.01600043
154,0.75995697,-0.86997589,-0.03004273,27.60005493,0.01600043
155,0.77995453,-0.85996521,-0.03004273,27.90007019,0.01600043
156,0.76995575,-0.85996521,-0.03004273,27.60005493,0.01600043
157,0.75995697,-0.86997589,-0.03004273,27.60005493,0.01600043
158,0.75995697,-0.85996521,-0.04003952,27.60005493,0.01600043
159,0.76995575,-0.85996521,-0.03004273,27.90007019,0.01600043
160,0.76995575,-0.86997589,-0.03004273,27.90007019,0.01600043
161,0.76995575,-0.86997589,-0.03004273,27.90007019,0.01600043
162,0.76995575,-0.85996521,-0.03004273,27.90007019,0.01600043
163,0.76995575,-0.85996521,-0.03004273,27.90007019,0.01600043
164,0.75995697,-0.86997589,-0.04003952,27.90007019,0.01600043
165,0.76995575,-0.86997589,-0.03004273,27.60005493,0.01600043
166,0.76995575,-0.86997589,-0.03004273,27.90007019,0.01600043
167,0.76995575,-0.86997589,-0.03004273,27.90007019,0.01600043
168,0.76995575,-0.86997589,-0.03004273,27.90007019,0.01600043
169,0.75995697,-0.86997589,-0.04003952,27.90007019,0.01600043
170,0.76995575,-0.85996521,-0.04003952,27.90007019,0.01600043
171,0.75995697,-0.86997589,-0.04003952,27.90007019,0.01600043
172,0.75995697,-0.85996521,-0.04003952,27.90007019,0.01600043
173,0.75995697,-0.86997589,-0.04003952,27.90007019,0.01600043
174,0.75995697,-0.86997589,-0.04003952,27.90007019,0.01600043
175,0.75995697,-0.86997589,-0.03004273,27.90007019,0.01600043
176,0.76995575,-0.86997589,-0.04003952,27.90007019,0.01600043
177,0.75995697,-0.86997589,-0.04003952,27.90007019,0.01600043
178,0.75995697,-0.86997589,-0.04003952,27.90007019,0.01600043
