'sample interval','SpO2','hr'
'1 sec','%','bpm'
0,95.99993896,95.00067141
1,96.99995422,93.00091556
2,95.99993896,92.00001526
3,95.99993896,90.00025941
4,95.99993896,89.00038148
5,95.99993896,88.00050356
6,95.99993896,88.00050356
7,95.99993896,88.00050356
8,96.99995422,88.00050356
9,96.99995422,90.00025941
10,96.99995422,92.00001526
11,96.99995422,93.00091556
12,95.99993896,94.00079348
13,95.99993896,91.00013733
14,95.99993896,88.00050356
15,95.99993896,87.00062563
16,95.99993896,87.00062563
17,95.99993896,85.00086978
18,95.99993896,84.00099185
19,95.99993896,83.00009156
20,95.00000000,81.00033570
21,95.00000000,81.00033570
22,95.00000000,81.00033570
23,95.00000000,81.00033570
24,95.00000000,81.00033570
25,95.00000000,82.00021363
26,95.00000000,82.00021363
27,95.00000000,82.00021363
28,95.00000000,82.00021363
29,95.00000000,80.00045778
30,95.00000000,79.00057985
31,95.00000000,78.00070193
32,95.00000000,77.00082400
33,95.00000000,77.00082400
34,95.00000000,77.00082400
35,95.00000000,76.00094607
36,95.00000000,76.00094607
37,95.00000000,75.00004578
38,94.00006104,74.00016785
39,94.00006104,74.00016785
40,94.00006104,74.00016785
41,95.00000000,73.00028993
42,95.00000000,73.00028993
43,95.00000000,73.00028993
44,95.00000000,72.00041200
45,95.00000000,72.00041200
46,95.00000000,72.00041200
47,95.00000000,71.00053407
48,95.00000000,71.00053407
49,95.00000000,74.00016785
50,95.00000000,74.00016785
51,95.99993896,76.00094607
52,95.99993896,75.00004578
53,95.99993896,73.00028993
54,95.99993896,70.00065615
55,95.00000000,69.00077822
56,95.00000000,67.00000000
57,95.00000000,67.00000000
58,95.00000000,68.00090030
59,95.00000000,69.00077822
60,95.00000000,69.00077822
61,95.00000000,70.00065615
62,95.00000000,69.00077822
63,95.00000000,67.00000000
64,95.00000000,66.00012207
65,95.00000000,65.00024415
66,95.00000000,64.00036622
67,95.00000000,65.00024415
68,95.00000000,65.00024415
69,95.00000000,66.00012207
70,95.00000000,66.00012207
71,95.99993896,67.00000000
72,95.99993896,68.00090030
73,95.99993896,69.00077822
74,95.99993896,69.00077822
75,95.99993896,70.00065615
76,95.99993896,70.00065615
77,95.99993896,69.00077822
78,95.99993896,68.00090030
79,95.99993896,68.00090030
80,95.99993896,67.00000000
81,95.99993896,67.00000000
82,95.99993896,67.00000000
83,95.99993896,67.00000000
84,95.99993896,67.00000000
85,95.99993896,67.00000000
86,95.99993896,68.00090030
87,95.99993896,68.00090030
88,95.99993896,68.00090030
89,95.99993896,68.00090030
90,95.99993896,69.00077822
91,95.99993896,70.00065615
92,95.99993896,71.00053407
93,95.99993896,72.00041200
94,95.99993896,72.00041200
95,95.99993896,73.00028993
96,95.99993896,73.00028993
97,95.99993896,74.00016785
98,95.00000000,74.00016785
99,95.00000000,75.00004578
100,95.00000000,77.00082400
101,95.00000000,77.00082400
102,95.00000000,77.00082400
103,95.99993896,77.00082400
104,95.00000000,76.00094607
105,95.00000000,76.00094607
106,95.00000000,76.00094607
107,95.00000000,76.00094607
108,95.99993896,75.00004578
109,95.99993896,75.00004578
110,95.99993896,76.00094607
111,95.99993896,76.00094607
112,95.99993896,76.00094607
113,95.99993896,76.00094607
114,95.99993896,76.00094607
115,95.99993896,75.00004578
116,95.00000000,75.00004578
117,95.00000000,73.00028993
118,95.00000000,73.00028993
119,95.00000000,73.00028993
120,95.00000000,73.00028993
121,95.00000000,73.00028993
122,95.00000000,73.00028993
123,95.00000000,73.00028993
124,95.99993896,74.00016785
125,95.99993896,74.00016785
126,95.00000000,73.00028993
127,95.00000000,73.00028993
128,95.00000000,73.00028993
129,95.00000000,73.00028993
130,95.00000000,73.00028993
131,95.00000000,72.00041200
132,95.00000000,72.00041200
133,95.00000000,72.00041200
134,95.00000000,72.00041200
135,95.00000000,72.00041200
136,95.00000000,72.00041200
137,95.00000000,73.00028993
