'sample interval','SpO2','hr'
'1 sec','%','bpm'
0,96.99990844,73.00027467
1,96.99990844,73.00027467
2,96.99990844,73.00027467
3,96.99990844,73.00027467
4,96.99990844,73.00027467
5,96.99990844,74.00006104
6,96.99990844,74.00006104
7,96.99990844,74.00006104
8,96.99990844,74.00006104
9,96.99990844,74.00006104
10,96.99990844,74.00006104
11,96.99990844,74.00006104
12,96.99990844,74.00006104
13,96.99990844,74.00006104
14,96.99990844,74.00006104
15,96.99990844,74.00006104
16,96.99990844,74.00006104
17,96.99990844,74.00006104
18,96.99990844,74.00006104
19,93.00003052,74.00006104
20,93.00003052,74.00006104
21,93.00003052,74.00006104
22,93.00003052,74.00006104
23,93.00003052,74.00006104
24,93.00003052,74.00006104
25,93.00003052,74.00006104
26,93.00003052,74.00006104
27,93.00003052,74.00006104
28,91.00009156,74.00006104
29,91.00009156,74.00006104
30,91.00009156,74.00006104
31,91.00009156,74.00006104
32,91.00009156,74.00006104
33,91.00009156,74.00006104
34,91.00009156,74.00006104
35,91.00009156,74.00006104
36,91.00009156,74.00006104
37,91.00009156,74.00006104
38,91.00009156,74.00006104
39,90.00006104,75.00064089
40,91.00009156,75.00064089
41,93.00003052,77.00021363
42,93.00003052,77.00021363
43,94.99996948,78.00000000
44,94.99996948,78.00000000
45,94.99996948,79.00057985
46,96.00000000,79.00057985
47,96.00000000,79.00057985
48,96.00000000,79.00057985
49,96.99990844,80.00036622
50,96.99990844,80.00036622
51,96.99990844,80.00036622
52,96.99990844,80.00036622
53,96.99990844,80.00036622
54,96.99990844,80.00036622
55,96.99990844,80.00036622
56,96.99990844,80.00036622
57,96.99990844,79.00057985
58,96.99990844,79.00057985
59,96.99990844,79.00057985
60,96.99990844,79.00057985
61,96.99990844,78.00000000
62,96.00000000,77.00021363
63,96.00000000,77.00021363
64,96.00000000,77.00021363
65,96.00000000,77.00021363
66,96.00000000,76.00042726
67,96.00000000,76.00042726
68,94.99996948,74.00006104
69,94.99996948,74.00006104
70,94.99996948,74.00006104
71,94.99996948,75.00064089
72,94.99996948,74.00006104
73,94.99996948,75.00064089
74,94.99996948,73.00027467
75,94.99996948,73.00027467
76,94.99996948,72.00048830
77,94.99996948,70.00012207
78,96.00000000,68.00054933
79,96.00000000,68.00054933
80,96.00000000,67.00076296
81,96.00000000,65.00039674
82,96.00000000,65.00039674
83,96.00000000,65.00039674
84,96.00000000,65.00039674
85,96.00000000,64.00061037
86,96.00000000,64.00061037
87,96.00000000,64.00061037
88,96.00000000,63.00003052
89,96.00000000,63.00003052
90,96.00000000,63.00003052
91,96.00000000,63.00003052
92,96.00000000,63.00003052
93,96.00000000,63.00003052
94,96.00000000,62.00024415
95,96.00000000,62.00024415
96,96.00000000,62.00024415
97,96.00000000,62.00024415
98,96.00000000,62.00024415
99,96.00000000,62.00024415
100,96.00000000,62.00024415
101,96.00000000,62.00024415
102,96.00000000,63.00003052
103,96.00000000,63.00003052
104,96.99990844,62.00024415
105,96.99990844,62.00024415
106,96.00000000,63.00003052
107,96.00000000,63.00003052
108,96.00000000,62.00024415
109,96.00000000,62.00024415
110,96.00000000,63.00003052
111,96.00000000,63.00003052
112,96.00000000,63.00003052
113,96.00000000,63.00003052
114,96.00000000,64.00061037
115,96.00000000,65.00039674
116,96.00000000,66.00018311
117,96.00000000,66.00018311
118,96.00000000,66.00018311
119,96.00000000,67.00076296
120,96.00000000,65.00039674
121,96.00000000,65.00039674
122,96.00000000,65.00039674
123,96.00000000,65.00039674
124,96.00000000,65.00039674
125,96.00000000,65.00039674
126,96.00000000,65.00039674
127,96.00000000,65.00039674
128,96.00000000,65.00039674
129,96.00000000,65.00039674
130,96.00000000,65.00039674
131,94.99996948,65.00039674
132,94.99996948,66.00018311
133,94.99996948,66.00018311
134,96.00000000,66.00018311
135,96.00000000,66.00018311
136,96.00000000,65.00039674
137,96.00000000,65.00039674
138,96.00000000,66.00018311
139,96.00000000,65.00039674
140,96.00000000,65.00039674
141,96.00000000,64.00061037
142,96.00000000,64.00061037
143,96.00000000,65.00039674
144,96.00000000,64.00061037
145,96.00000000,64.00061037
146,96.00000000,65.00039674
147,96.00000000,65.00039674
148,96.00000000,65.00039674
149,96.00000000,66.00018311
150,96.00000000,66.00018311
151,96.00000000,67.00076296
152,96.00000000,67.00076296
153,96.00000000,68.00054933
154,96.00000000,68.00054933
155,96.00000000,68.00054933
156,96.00000000,68.00054933
157,96.00000000,68.00054933
158,96.00000000,67.00076296
159,96.00000000,67.00076296
160,96.00000000,66.00018311
161,96.00000000,66.00018311
162,96.00000000,66.00018311
163,96.00000000,66.00018311
164,96.00000000,65.00039674
165,96.00000000,66.00018311
166,96.00000000,66.00018311
167,96.00000000,66.00018311
168,96.00000000,67.00076296
169,96.00000000,67.00076296
170,96.00000000,67.00076296
171,96.00000000,67.00076296
172,96.00000000,67.00076296
173,96.00000000,67.00076296
174,96.00000000,67.00076296
175,96.00000000,67.00076296
176,96.00000000,66.00018311
177,96.00000000,66.00018311
178,96.00000000,66.00018311
179,96.00000000,67.00076296
180,96.00000000,67.00076296
181,96.00000000,67.00076296
182,96.00000000,67.00076296
183,96.00000000,66.00018311
184,96.00000000,66.00018311
185,96.00000000,65.00039674
186,96.99990844,65.00039674
187,96.99990844,67.00076296
188,96.99990844,67.00076296
189,96.99990844,67.00076296
190,96.99990844,68.00054933
191,96.99990844,69.00033570
192,96.99990844,69.00033570
193,96.00000000,68.00054933
194,96.00000000,68.00054933
195,96.00000000,67.00076296
196,96.00000000,67.00076296
197,96.00000000,67.00076296
198,96.00000000,67.00076296
199,96.00000000,67.00076296
200,96.00000000,67.00076296
201,96.00000000,67.00076296
202,96.00000000,67.00076296
203,96.00000000,67.00076296
204,96.00000000,66.00018311
205,96.00000000,65.00039674
206,96.00000000,64.00061037
207,96.00000000,63.00003052
208,96.00000000,63.00003052
209,96.00000000,63.00003052
210,96.00000000,63.00003052
211,96.00000000,63.00003052
212,96.00000000,63.00003052
213,96.00000000,63.00003052
214,96.00000000,63.00003052
215,96.00000000,63.00003052
216,96.00000000,63.00003052
217,96.00000000,63.00003052
218,96.00000000,63.00003052
219,96.00000000,63.00003052
220,96.00000000,62.00024415
221,96.00000000,63.00003052
222,96.00000000,63.00003052
223,96.00000000,63.00003052
224,96.00000000,63.00003052
225,96.00000000,63.00003052
226,96.00000000,63.00003052
227,96.00000000,63.00003052
228,96.00000000,63.00003052
229,96.00000000,62.00024415
230,96.00000000,61.00045778
231,96.00000000,61.00045778
232,96.00000000,60.00067141
233,94.99996948,60.00067141
234,94.99996948,61.00045778
235,94.99996948,61.00045778
236,94.99996948,61.00045778
237,94.99996948,61.00045778
238,94.99996948,62.00024415
239,94.99996948,62.00024415
240,94.99996948,63.00003052
241,94.99996948,63.00003052
242,94.99996948,63.00003052
243,94.99996948,64.00061037
244,94.99996948,64.00061037
245,94.99996948,64.00061037
246,96.00000000,65.00039674
247,96.00000000,65.00039674
248,96.00000000,65.00039674
249,96.00000000,66.00018311
250,96.00000000,66.00018311
251,96.00000000,67.00076296
252,96.00000000,68.00054933
253,96.00000000,68.00054933
254,96.00000000,68.00054933
255,96.00000000,69.00033570
256,96.00000000,69.00033570
257,96.00000000,69.00033570
258,96.00000000,69.00033570
259,96.00000000,69.00033570
260,96.00000000,69.00033570
261,96.00000000,69.00033570
262,96.00000000,69.00033570
263,96.00000000,70.00012207
264,96.00000000,70.00012207
265,96.00000000,70.00012207
266,96.00000000,71.00070193
267,96.00000000,72.00048830
268,96.00000000,72.00048830
269,96.00000000,72.00048830
270,96.00000000,73.00027467
271,96.00000000,73.00027467
272,96.00000000,72.00048830
273,96.00000000,71.00070193
274,96.00000000,71.00070193
275,96.00000000,70.00012207
276,96.00000000,69.00033570
277,96.00000000,69.00033570
278,96.00000000,68.00054933
279,96.00000000,67.00076296
280,96.00000000,67.00076296
281,96.00000000,67.00076296
282,96.00000000,67.00076296
283,96.00000000,67.00076296
284,96.00000000,68.00054933
285,96.00000000,68.00054933
286,96.00000000,68.00054933
287,96.00000000,68.00054933
288,96.00000000,68.00054933
289,96.00000000,69.00033570
290,96.00000000,69.00033570
291,96.00000000,69.00033570
292,96.00000000,69.00033570
293,96.00000000,69.00033570
294,96.00000000,68.00054933
295,96.00000000,68.00054933
296,96.00000000,67.00076296
297,94.99996948,67.00076296
298,94.99996948,66.00018311
299,94.99996948,66.00018311
300,94.99996948,66.00018311
301,96.00000000,67.00076296
302,96.00000000,66.00018311
303,96.00000000,65.00039674
304,96.00000000,64.00061037
305,96.00000000,63.00003052
306,96.00000000,62.00024415
307,96.00000000,62.00024415
308,96.00000000,62.00024415
309,96.00000000,62.00024415
310,96.00000000,62.00024415
311,96.00000000,62.00024415
312,96.00000000,62.00024415
313,96.00000000,62.00024415
314,96.00000000,62.00024415
315,96.00000000,62.00024415
316,96.00000000,62.00024415
317,96.00000000,62.00024415
318,96.00000000,62.00024415
319,94.99996948,62.00024415
320,94.99996948,63.00003052
321,94.99996948,63.00003052
322,94.99996948,65.00039674
323,94.99996948,65.00039674
324,94.99996948,66.00018311
325,94.99996948,66.00018311
326,94.99996948,66.00018311
327,94.99996948,66.00018311
328,94.99996948,66.00018311
329,94.99996948,66.00018311
330,94.99996948,66.00018311
331,94.99996948,66.00018311
332,94.99996948,66.00018311
333,94.99996948,67.00076296
334,94.99996948,67.00076296
335,94.99996948,66.00018311
336,94.99996948,66.00018311
337,94.99996948,66.00018311
338,96.00000000,66.00018311
339,96.00000000,66.00018311
340,96.00000000,67.00076296
341,96.00000000,67.00076296
342,96.00000000,68.00054933
343,96.00000000,71.00070193
