'sample interval','SpO2','hr'
'1 sec','%','bpm'
0,93.99986267,67.00000000
1,93.99986267,66.00000000
2,93.99986267,66.00000000
3,93.99986267,65.00000000
4,93.99986267,65.00000000
5,93.99986267,64.00000000
6,93.99986267,64.00000000
7,93.99986267,64.00000000
8,93.99986267,63.00000000
9,93.99986267,62.00000000
10,93.99986267,62.00000000
11,92.99996948,61.00000000
12,92.99996948,61.00000000
13,92.99996948,61.00000000
14,92.99996948,61.00000000
15,92.99996948,61.00000000
16,92.99996948,61.00000000
17,92.99996948,61.00000000
18,92.99996948,61.00000000
19,93.99986267,61.00000000
20,93.99986267,62.00000000
21,92.99996948,62.00000000
22,92.99996948,62.00000000
23,92.99996948,62.00000000
24,92.99996948,62.00000000
25,92.99996948,62.00000000
26,92.99996948,61.00000000
27,92.99996948,61.00000000
28,93.99986267,62.00000000
29,93.99986267,62.00000000
30,93.99986267,61.00000000
31,93.99986267,61.00000000
32,93.99986267,61.00000000
33,93.99986267,61.00000000
34,93.99986267,61.00000000
35,93.99986267,61.00000000
36,93.99986267,61.00000000
37,93.99986267,61.00000000
38,93.99986267,61.00000000
39,93.99986267,61.00000000
40,93.99986267,61.00000000
41,93.99986267,61.00000000
42,93.99986267,61.00000000
43,93.99986267,61.00000000
44,93.99986267,61.00000000
45,93.99986267,61.00000000
46,93.99986267,61.00000000
47,93.99986267,61.00000000
48,93.99986267,62.00000000
49,93.99986267,62.00000000
50,93.99986267,62.00000000
51,93.99986267,63.00000000
52,93.99986267,63.00000000
53,93.99986267,63.00000000
54,93.99986267,63.00000000
55,93.99986267,63.00000000
56,93.99986267,63.00000000
57,93.99986267,63.00000000
58,93.99986267,62.00000000
59,93.99986267,62.00000000
60,93.99986267,61.00000000
61,93.99986267,61.00000000
62,94.99992370,62.00000000
63,94.99992370,62.00000000
64,94.99992370,62.00000000
65,94.99992370,62.00000000
66,94.99992370,61.00000000
67,93.99986267,61.00000000
68,93.99986267,60.00000000
69,93.99986267,60.00000000
70,93.99986267,59.00000000
71,93.99986267,59.00000000
72,93.99986267,59.00000000
73,93.99986267,59.00000000
74,93.99986267,59.00000000
75,93.99986267,59.00000000
76,93.99986267,59.00000000
77,93.99986267,59.00000000
78,93.99986267,59.00000000
79,93.99986267,59.00000000
80,93.99986267,59.00000000
81,93.99986267,59.00000000
82,93.99986267,59.00000000
83,93.99986267,59.00000000
84,93.99986267,59.00000000
85,93.99986267,60.00000000
86,93.99986267,60.00000000
87,94.99992370,61.00000000
88,94.99992370,62.00000000
89,94.99992370,62.00000000
90,94.99992370,63.00000000
91,93.99986267,64.00000000
92,93.99986267,64.00000000
93,93.99986267,65.00000000
94,93.99986267,65.00000000
95,93.99986267,65.00000000
96,93.99986267,65.00000000
97,93.99986267,64.00000000
98,93.99986267,64.00000000
99,93.99986267,64.00000000
100,93.99986267,65.00000000
101,93.99986267,65.00000000
102,93.99986267,64.00000000
103,93.99986267,65.00000000
104,93.99986267,65.00000000
105,93.99986267,65.00000000
106,93.99986267,64.00000000
107,93.99986267,64.00000000
108,93.99986267,64.00000000
109,93.99986267,63.00000000
110,93.99986267,63.00000000
111,93.99986267,63.00000000
112,93.99986267,63.00000000
113,93.99986267,62.00000000
114,92.99996948,62.00000000
115,92.99996948,63.00000000
116,92.99996948,63.00000000
117,93.99986267,65.00000000
118,93.99986267,64.00000000
119,93.99986267,66.00000000
120,93.99986267,66.00000000
121,93.99986267,65.00000000
122,93.99986267,63.00000000
123,92.99996948,63.00000000
124,92.99996948,63.00000000
125,92.99996948,63.00000000
126,92.99996948,63.00000000
127,92.99996948,63.00000000
128,93.99986267,63.00000000
129,93.99986267,63.00000000
130,93.99986267,63.00000000
131,93.99986267,64.00000000
132,93.99986267,64.00000000
133,93.99986267,64.00000000
134,93.99986267,63.00000000
135,93.99986267,65.00000000
136,93.99986267,67.00000000
137,93.99986267,67.00000000
138,93.99986267,69.00000000
139,93.99986267,68.00000000
140,92.99996948,69.00000000
141,92.99996948,67.00000000
142,92.99996948,66.00000000
143,92.99996948,66.00000000
144,92.99996948,66.00000000
145,92.99996948,65.00000000
146,93.99986267,65.00000000
147,93.99986267,65.00000000
148,93.99986267,65.00000000
149,93.99986267,65.00000000
150,93.99986267,65.00000000
151,93.99986267,64.00000000
152,93.99986267,64.00000000
153,93.99986267,64.00000000
154,93.99986267,63.00000000
155,93.99986267,63.00000000
156,93.99986267,63.00000000
157,93.99986267,62.00000000
158,93.99986267,61.00000000
159,92.99996948,61.00000000
160,92.99996948,61.00000000
161,92.99996948,61.00000000
162,92.99996948,61.00000000
163,92.99996948,61.00000000
164,92.99996948,62.00000000
165,92.99996948,62.00000000
166,92.99996948,63.00000000
167,92.99996948,63.00000000
168,92.99996948,63.00000000
169,92.99996948,63.00000000
170,92.99996948,62.00000000
171,92.99996948,62.00000000
172,92.99996948,62.00000000
173,92.99996948,62.00000000
174,92.99996948,62.00000000
175,92.99996948,63.00000000
176,92.99996948,63.00000000
177,92.99996948,63.00000000
178,92.99996948,63.00000000
179,92.99996948,63.00000000
180,93.99986267,68.00000000
181,93.99986267,68.00000000
