'sample interval','ax','ay','az','temp','EDA'
'0.125 sec','NU','NU','NU','degC','NU'
0,1.08999237,-0.37002121,-0.35996155,27.00000000,0.09500908
1,1.08999237,-0.37002121,-0.35996155,27.00000000,0.09500908
2,1.08999237,-0.37002121,-0.35996155,27.00000000,0.09701720
3,1.08999237,-0.37002121,-0.35996155,27.00000000,0.09500908
4,1.08999237,-0.37002121,-0.34998718,27.00000000,0.09701720
5,1.08999237,-0.36000961,-0.36998505,27.00000000,0.09500908
6,1.08999237,-0.37002121,-0.35996155,27.20009461,0.09701720
7,1.08999237,-0.37002121,-0.35996155,27.00000000,0.09500908
8,1.08999237,-0.37002121,-0.35996155,27.00000000,0.09500908
9,1.08999237,-0.36000961,-0.35996155,27.00000000,0.09500908
10,1.08999237,-0.36000961,-0.36998505,27.00000000,0.09701720
11,1.08999237,-0.36000961,-0.35996155,27.00000000,0.09500908
12,1.08999237,-0.36000961,-0.35996155,27.00000000,0.09500908
13,1.08999237,-0.36000961,-0.35996155,27.00000000,0.09500908
14,1.08999237,-0.36000961,-0.35996155,27.20009461,0.09500908
15,1.09997375,-0.36000961,-0.35996155,27.20009461,0.09701720
16,1.08999237,-0.37002121,-0.35996155,27.00000000,0.09500908
17,1.07996887,-0.37002121,-0.35996155,27.20009461,0.09500908
18,1.08999237,-0.37002121,-0.35996155,27.00000000,0.09500908
19,1.08999237,-0.37002121,-0.35996155,27.00000000,0.09500908
20,1.08999237,-0.36000961,-0.35996155,27.20009461,0.09701720
21,1.08999237,-0.37002121,-0.35996155,27.00000000,0.09500908
22,1.09997375,-0.36000961,-0.35996155,27.00000000,0.09701720
23,1.09997375,-0.36000961,-0.36998505,27.20009461,0.09500908
24,1.09997375,-0.37002121,-0.35996155,27.20009461,0.09500908
25,1.08999237,-0.36000961,-0.35996155,27.20009461,0.09500908
26,1.08999237,-0.36000961,-0.35996155,27.20009461,0.09500908
27,1.08999237,-0.36000961,-0.35996155,27.20009461,0.09500908
28,1.09997375,-0.37002121,-0.35996155,27.20009461,0.09500908
