'sample interval','ax','ay','az','temp','EDA'
'0.125 sec','NU','NU','NU','degC','NU'
0,0.76001480,-0.86998993,-0.10000427,30.10004273,0.08303940
1,0.77002503,-0.86998993,-0.11003052,30.10004273,0.08102847
2,0.75000458,-0.86998993,-0.10000427,30.10004273,0.08102847
3,0.77002503,-0.86998993,-0.10000427,30.10004273,0.07901755
4,0.75000458,-0.86998993,-0.10000427,30.10004273,0.08102847
5,0.75000458,-0.87999268,-0.11003052,30.10004273,0.08102847
6,0.75000458,-0.86998993,-0.10000427,30.10004273,0.08303940
7,0.75000458,-0.86998993,-0.11003052,30.10004273,0.08303940
8,0.75000458,-0.86998993,-0.11003052,30.10004273,0.08102847
9,0.76001480,-0.86998993,-0.11003052,30.10004273,0.08102847
10,0.76001480,-0.86998993,-0.11003052,30.10004273,0.08102847
11,0.76001480,-0.86998993,-0.10000427,30.10004273,0.08102847
12,0.75000458,-0.87999268,-0.10000427,30.10004273,0.08303940
13,0.76001480,-0.87999268,-0.10000427,30.10004273,0.08303940
14,0.76001480,-0.86998993,-0.11003052,30.10004273,0.08303940
15,0.75000458,-0.86998993,-0.10000427,30.10004273,0.08303940
16,0.75000458,-0.86998993,-0.11003052,30.10004273,0.08303940
17,0.75000458,-0.87999268,-0.10000427,30.10004273,0.08303940
18,0.75000458,-0.86998993,-0.11003052,30.10004273,0.08102847
19,0.75000458,-0.87999268,-0.11003052,30.10004273,0.08303940
20,0.75000458,-0.86998993,-0.10000427,30.10004273,0.08102847
21,0.75000458,-0.87999268,-0.10000427,30.10004273,0.08303940
22,0.75000458,-0.87999268,-0.10000427,30.10004273,0.08303940
23,0.75000458,-0.87999268,-0.10000427,30.10004273,0.08303940
24,0.75000458,-0.87999268,-0.10000427,30.10004273,0.08303940
25,0.75000458,-0.87999268,-0.10000427,30.10004273,0.08303940
26,0.75000458,-0.87999268,-0.10000427,30.10004273,0.08303940
27,0.76001480,-0.86998993,-0.10000427,30.10004273,0.08102847
28,0.76001480,-0.86998993,-0.11003052,30.10004273,0.08303940
29,0.76001480,-0.86998993,-0.10000427,30.10004273,0.08303940
30,0.76001480,-0.86998993,-0.10000427,30.10004273,0.08303940
31,0.76001480,-0.86998993,-0.11003052,30.10004273,0.08303940
32,0.76001480,-0.85998718,-0.10000427,30.10004273,0.08102847
33,0.76001480,-0.86998993,-0.10000427,30.10004273,0.08303940
34,0.76001480,-0.86998993,-0.11003052,30.10004273,0.08102847
35,0.76001480,-0.86998993,-0.10000427,30.10004273,0.08303940
36,0.77002503,-0.86998993,-0.10000427,30.10004273,0.08303940
37,0.76001480,-0.86998993,-0.10000427,30.10004273,0.08102847
38,0.76001480,-0.86998993,-0.10000427,30.10004273,0.08303940
39,0.75000458,-0.86998993,-0.11003052,30.10004273,0.08303940
40,0.75000458,-0.86998993,-0.10000427,30.10004273,0.08102847
41,0.75000458,-0.87999268,-0.10000427,30.10004273,0.08303940
42,0.75000458,-0.87999268,-0.11003052,30.10004273,0.08303940
43,0.74004517,-0.87999268,-0.10000427,30.10004273,0.08303940
44,0.74004517,-0.87999268,-0.11003052,30.10004273,0.08303940
45,0.75000458,-0.87999268,-0.10000427,30.10004273,0.08102847
46,0.74004517,-0.87999268,-0.10000427,30.10004273,0.08303940
47,0.74004517,-0.87999268,-0.10000427,30.10004273,0.08303940
48,0.75000458,-0.87999268,-0.11003052,30.10004273,0.08303940
49,0.74004517,-0.87999268,-0.11003052,30.10004273,0.08102847
50,0.74004517,-0.87999268,-0.10000427,30.10004273,0.08303940
51,0.74004517,-0.87999268,-0.10000427,30.10004273,0.08303940
52,0.75000458,-0.86998993,-0.10000427,30.10004273,0.08303940
53,0.75000458,-0.87999268,-0.10000427,30.10004273,0.08303940
54,0.75000458,-0.86998993,-0.10000427,30.10004273,0.08303940
55,0.76001480,-0.86998993,-0.10000427,30.10004273,0.08303940
56,0.75000458,-0.86998993,-0.10000427,30.10004273,0.08303940
57,0.76001480,-0.86998993,-0.10000427,30.10004273,0.08303940
58,0.76001480,-0.86998993,-0.10000427,30.10004273,0.08303940
59,0.75000458,-0.86998993,-0.11003052,30.10004273,0.08102847
60,0.75000458,-0.86998993,-0.10000427,30.10004273,0.08303940
61,0.75000458,-0.86998993,-0.10000427,30.10004273,0.08102847
62,0.76001480,-0.87999268,-0.10000427,30.10004273,0.08303940
63,0.75000458,-0.87999268,-0.09002106,30.10004273,0.08102847
64,0.74004517,-0.87999268,-0.10000427,30.10004273,0.08102847
65,0.74004517,-0.87999268,-0.10000427,30.10004273,0.08303940
66,0.75000458,-0.87999268,-0.10000427,30.10004273,0.08102847
67,0.75000458,-0.87999268,-0.10000427,30.10004273,0.08303940
68,0.74004517,-0.87999268,-0.11003052,30.10004273,0.08303940
69,0.74004517,-0.87999268,-0.10000427,30.10004273,0.08303940
70,0.73003494,-0.88999542,-0.10000427,30.10004273,0.08303940
71,0.74004517,-0.87999268,-0.10000427,30.10004273,0.08102847
72,0.74004517,-0.87999268,-0.10000427,30.10004273,0.08303940
73,0.74004517,-0.88999542,-0.10000427,30.10004273,0.08303940
74,0.74004517,-0.88999542,-0.10000427,30.10004273,0.08303940
75,0.73003494,-0.88999542,-0.10000427,30.10004273,0.08303940
76,0.72002472,-0.88999542,-0.10000427,30.10004273,0.08303940
77,0.72002472,-0.88999542,-0.10000427,30.10004273,0.08303940
78,0.73003494,-0.88999542,-0.10000427,30.10004273,0.08303940
79,0.73003494,-0.88999542,-0.10000427,30.10004273,0.08303940
80,0.73003494,-0.88999542,-0.10000427,30.10004273,0.08303940
81,0.74004517,-0.88999542,-0.10000427,30.10004273,0.08303940
82,0.73003494,-0.88999542,-0.10000427,30.10004273,0.08303940
83,0.73003494,-0.88999542,-0.10000427,30.10004273,0.08303940
84,0.73003494,-0.88999542,-0.10000427,30.10004273,0.08303940
85,0.72002472,-0.88999542,-0.10000427,30.10004273,0.08303940
86,0.73003494,-0.88999542,-0.10000427,30.10004273,0.08303940
87,0.73003494,-0.88999542,-0.10000427,30.10004273,0.08303940
88,0.73003494,-0.88999542,-0.10000427,30.10004273,0.08303940
89,0.73003494,-0.88999542,-0.10000427,30.10004273,0.08303940
90,0.73003494,-0.88999542,-0.10000427,30.10004273,0.08102847
91,0.73003494,-0.88999542,-0.10000427,30.40005799,0.08303940
92,0.73003494,-0.88999542,-0.10000427,30.10004273,0.08303940
93,0.74004517,-0.88999542,-0.10000427,30.10004273,0.08303940
94,0.73003494,-0.88999542,-0.10000427,30.10004273,0.08303940
95,0.73003494,-0.88999542,-0.09002106,30.40005799,0.08303940
96,0.74004517,-0.88999542,-0.10000427,30.10004273,0.08303940
97,0.73003494,-0.88999542,-0.10000427,30.40005799,0.08303940
98,0.71001450,-0.89999817,-0.11003052,30.40005799,0.08303940
99,0.72002472,-0.89999817,-0.11003052,30.10004273,0.08303940
100,0.70000427,-0.89999817,-0.12001373,30.40005799,0.08303940
101,0.70000427,-0.90995941,-0.07001160,30.40005799,0.08303940
102,0.69004486,-0.90995941,-0.08003784,30.10004273,0.08102847
103,0.70000427,-0.90995941,-0.07001160,30.40005799,0.08102847
104,0.69004486,-0.91996216,-0.05000214,30.40005799,0.08303940
105,0.69004486,-0.90995941,-0.10000427,30.40005799,0.08102847
106,0.67002441,-0.91996216,-0.04001892,30.10004273,0.08102847
107,0.68003464,-0.91996216,-0.12001373,30.40005799,0.08303940
108,0.68003464,-0.91996216,-0.11003052,30.40005799,0.08303940
109,0.70000427,-0.90995941,-0.10000427,30.10004273,0.08303940
110,0.68003464,-0.90995941,-0.08003784,30.10004273,0.08303940
111,0.68003464,-0.91996216,-0.10000427,30.10004273,0.08303940
112,0.68003464,-0.90995941,-0.09002106,30.10004273,0.08303940
113,0.69004486,-0.90995941,-0.10000427,30.40005799,0.08303940
114,0.73003494,-0.88999542,-0.10000427,30.10004273,0.08303940
115,0.72002472,-0.88999542,-0.10000427,30.10004273,0.08102847
116,0.74004517,-0.88999542,-0.09002106,30.40005799,0.08102847
117,0.71001450,-0.88999542,-0.10000427,30.40005799,0.08303940
118,0.73003494,-0.85998718,-0.10000427,30.40005799,0.08303940
119,0.71001450,-0.86998993,-0.13003998,30.40005799,0.08303940
120,0.66001419,-0.90995941,-0.06002838,30.10004273,0.08303940
121,0.67002441,-0.89999817,-0.07001160,30.10004273,0.08303940
122,0.74004517,-0.88999542,-0.09002106,30.40005799,0.08303940
123,0.75000458,-0.88999542,-0.09002106,30.40005799,0.08303940
124,0.73003494,-0.88999542,-0.08003784,30.40005799,0.08303940
125,0.71001450,-0.86998993,-0.10000427,30.40005799,0.08303940
126,0.76001480,-0.86998993,-0.10000427,30.40005799,0.08303940
127,0.74004517,-0.87999268,-0.08003784,30.40005799,0.08303940
128,0.74004517,-0.87999268,-0.09002106,30.40005799,0.08303940
129,0.74004517,-0.88999542,-0.09002106,30.40005799,0.08303940
130,0.74004517,-0.87999268,-0.09002106,30.40005799,0.08303940
131,0.73003494,-0.88999542,-0.09002106,30.40005799,0.08303940
132,0.74004517,-0.87999268,-0.09002106,30.40005799,0.08303940
133,0.73003494,-0.88999542,-0.09002106,30.40005799,0.08303940
134,0.72002472,-0.88999542,-0.09002106,30.40005799,0.08303940
135,0.74004517,-0.88999542,-0.09002106,30.10004273,0.08303940
136,0.73003494,-0.88999542,-0.09002106,30.40005799,0.08303940
137,0.73003494,-0.88999542,-0.09002106,30.40005799,0.08303940
138,0.73003494,-0.88999542,-0.09002106,30.40005799,0.08303940
139,0.72002472,-0.88999542,-0.09002106,30.40005799,0.08303940
140,0.73003494,-0.88999542,-0.09002106,30.40005799,0.08303940
141,0.73003494,-0.88999542,-0.09002106,30.40005799,0.08303940
142,0.72002472,-0.88999542,-0.10000427,30.10004273,0.08303940
143,0.73003494,-0.88999542,-0.09002106,30.40005799,0.08102847
144,0.72002472,-0.88999542,-0.09002106,30.40005799,0.08303940
145,0.73003494,-0.88999542,-0.09002106,30.40005799,0.08303940
146,0.73003494,-0.88999542,-0.09002106,30.40005799,0.08303940
147,0.73003494,-0.88999542,-0.09002106,30.40005799,0.08501090
148,0.74004517,-0.88999542,-0.09002106,30.40005799,0.08303940
149,0.72002472,-0.88999542,-0.09002106,30.40005799,0.08303940
150,0.73003494,-0.88999542,-0.09002106,30.40005799,0.08303940
151,0.73003494,-0.88999542,-0.09002106,30.40005799,0.08303940
152,0.72002472,-0.88999542,-0.09002106,30.10004273,0.08303940
153,0.73003494,-0.88999542,-0.09002106,30.40005799,0.08303940
154,0.73003494,-0.88999542,-0.09002106,30.40005799,0.08303940
155,0.73003494,-0.88999542,-0.09002106,30.40005799,0.08303940
156,0.72002472,-0.88999542,-0.09002106,30.40005799,0.08303940
157,0.72002472,-0.88999542,-0.09002106,30.40005799,0.08303940
