'sample interval','ax','ay','az','temp','EDA'
'0.125 sec','NU','NU','NU','degC','NU'
0,1.05997436,-0.53999145,-0.15002564,25.60007019,0.99602426
1,1.05997436,-0.53999145,-0.16003616,25.80004273,0.99602426
2,1.05997436,-0.53999145,-0.15002564,25.80004273,0.99602426
3,1.04998505,-0.53999145,-0.15002564,25.60007019,0.99602426
4,1.05997436,-0.53999145,-0.15002564,25.80004273,0.99602426
5,1.04998505,-0.53999145,-0.15002564,25.80004273,0.99602426
6,1.05997436,-0.53999145,-0.15002564,25.60007019,0.99602426
7,1.05997436,-0.53999145,-0.15002564,25.80004273,0.99302400
8,1.04998505,-0.53999145,-0.15002564,25.60007019,0.98702348
9,1.05997436,-0.53999145,-0.15002564,25.80004273,0.98702348
10,1.04998505,-0.53999145,-0.16003616,25.80004273,0.98702348
11,1.05997436,-0.53999145,-0.16003616,25.80004273,0.98702348
12,1.05997436,-0.53999145,-0.15002564,25.80004273,0.98702348
13,1.04998505,-0.53999145,-0.15002564,25.80004273,0.98402322
14,1.05997436,-0.54998077,-0.15002564,25.80004273,0.97802271
15,1.05997436,-0.53999145,-0.15002564,25.80004273,0.97802271
16,1.05997436,-0.53999145,-0.15002564,25.80004273,0.97802271
17,1.05997436,-0.53999145,-0.16003616,25.80004273,0.97802271
18,1.05997436,-0.53999145,-0.15002564,25.80004273,0.97802271
19,1.05997436,-0.53999145,-0.15002564,25.80004273,0.97802271
20,1.05997436,-0.53999145,-0.15002564,25.80004273,0.97502245
21,1.05997436,-0.53999145,-0.15002564,25.80004273,0.96902193
22,1.05997436,-0.53999145,-0.15002564,25.80004273,0.96902193
23,1.04998505,-0.53999145,-0.15002564,25.80004273,0.96902193
24,1.05997436,-0.53999145,-0.15002564,25.80004273,0.96902193
25,1.05997436,-0.53999145,-0.15002564,25.80004273,0.96902193
26,1.05997436,-0.53999145,-0.16003616,25.80004273,0.96902193
27,1.05997436,-0.53999145,-0.15002564,25.80004273,0.96902193
28,1.04998505,-0.53999145,-0.15002564,25.80004273,0.96902193
29,1.05997436,-0.53999145,-0.15002564,25.80004273,0.96302141
30,1.05997436,-0.53999145,-0.15002564,25.80004273,0.96002115
31,1.05997436,-0.53999145,-0.15002564,25.80004273,0.96002115
32,1.05997436,-0.53999145,-0.15002564,25.80004273,0.96002115
33,1.05997436,-0.53999145,-0.15002564,25.80004273,0.95702089
34,1.05997436,-0.53999145,-0.15002564,25.80004273,0.96002115
35,1.05997436,-0.53999145,-0.15002564,25.80004273,0.95102037
36,1.04998505,-0.53999145,-0.16003616,25.80004273,0.95702089
37,1.06999359,-0.53999145,-0.15002564,25.80004273,0.95102037
38,1.05997436,-0.53999145,-0.15002564,25.80004273,0.95102037
39,1.05997436,-0.53999145,-0.15002564,25.80004273,0.95102037
40,1.05997436,-0.53999145,-0.15002564,25.80004273,0.94802011
41,1.05997436,-0.53999145,-0.15002564,25.80004273,0.94802011
42,1.05997436,-0.53999145,-0.15002564,25.80004273,0.94802011
43,1.05997436,-0.53999145,-0.15002564,25.80004273,0.94501985
44,1.04998505,-0.53999145,-0.15002564,25.80004273,0.94201959
45,1.04998505,-0.53999145,-0.15002564,25.80004273,0.94201959
46,1.05997436,-0.53999145,-0.15002564,25.80004273,0.93901933
47,1.05997436,-0.53999145,-0.15002564,25.80004273,0.93901933
48,1.05997436,-0.53999145,-0.15002564,25.80004273,0.93901933
49,1.05997436,-0.52997223,-0.15002564,25.80004273,0.93301881
50,1.05997436,-0.53999145,-0.15002564,25.80004273,0.93301881
51,1.05997436,-0.53999145,-0.15002564,25.80004273,0.93301881
52,1.05997436,-0.53999145,-0.15002564,25.80004273,0.93301881
53,1.05997436,-0.53999145,-0.15002564,25.80004273,0.93301881
54,1.05997436,-0.53999145,-0.15002564,25.80004273,0.93301881
55,1.05997436,-0.53999145,-0.15002564,25.80004273,0.93301881
56,1.04998505,-0.53999145,-0.15002564,25.80004273,0.93301881
57,1.05997436,-0.53999145,-0.15002564,25.80004273,0.93301881
58,1.05997436,-0.53999145,-0.15002564,25.80004273,0.92800807
59,1.05997436,-0.53999145,-0.15002564,25.80004273,0.93301881
60,1.05997436,-0.53999145,-0.15002564,25.80004273,0.92500781
61,1.05997436,-0.53999145,-0.15002564,25.80004273,0.92500781
62,1.05997436,-0.53999145,-0.15002564,25.80004273,0.92500781
63,1.05997436,-0.53999145,-0.15002564,25.80004273,0.92500781
64,1.05997436,-0.53999145,-0.15002564,25.80004273,0.92500781
65,1.04998505,-0.53999145,-0.16003616,25.80004273,0.92500781
66,1.06999359,-0.53999145,-0.15002564,25.80004273,0.91600703
67,1.05997436,-0.52997223,-0.15002564,25.80004273,0.91600703
68,1.05997436,-0.53999145,-0.15002564,25.80004273,0.91600703
69,1.05997436,-0.53999145,-0.15002564,25.80004273,0.91600703
70,1.04998505,-0.54998077,-0.15002564,25.80004273,0.91600703
71,1.04998505,-0.52997223,-0.15002564,25.80004273,0.91600703
72,1.06999359,-0.52997223,-0.14001511,26.00001526,0.91600703
