'sample interval','SpO2','hr'
'1 sec','%','bpm'
0,95.00000000,91.00000000
1,95.00000000,92.00000000
2,95.00000000,92.00000000
3,95.00000000,93.00000000
4,95.00000000,93.00000000
5,95.00000000,94.00000000
6,95.00000000,95.00000000
7,95.00000000,93.00000000
8,95.00000000,92.00000000
9,95.00000000,92.00000000
10,95.00000000,92.00000000
11,95.00000000,92.00000000
12,95.00000000,95.00000000
13,95.00000000,95.00000000
14,95.00000000,93.00000000
15,94.00006104,92.00000000
16,94.00006104,91.00000000
17,94.00006104,91.00000000
18,94.00006104,92.00000000
19,94.00006104,91.00000000
20,94.00006104,91.00000000
21,94.00006104,91.00000000
22,94.00006104,90.00000000
23,94.00006104,88.00000000
24,94.00006104,87.00000000
25,94.00006104,85.00000000
26,94.00006104,85.00000000
27,95.00000000,84.00000000
28,95.00000000,84.00000000
29,95.00000000,84.00000000
30,95.00000000,84.00000000
31,95.00000000,83.00000000
32,95.00000000,82.00000000
33,95.00000000,81.00000000
34,95.00000000,80.00000000
35,95.00000000,80.00000000
36,95.00000000,80.00000000
37,95.99993896,79.00000000
38,95.00000000,80.00000000
39,95.99993896,80.00000000
40,95.99993896,79.00000000
41,95.99993896,80.00000000
42,95.99993896,80.00000000
43,95.00000000,80.00000000
44,95.00000000,80.00000000
45,95.00000000,80.00000000
46,95.00000000,80.00000000
47,95.00000000,80.00000000
48,95.00000000,80.00000000
49,95.00000000,80.00000000
50,95.00000000,81.00000000
51,95.00000000,81.00000000
52,95.00000000,81.00000000
53,95.00000000,81.00000000
54,95.00000000,81.00000000
55,95.00000000,81.00000000
56,95.00000000,81.00000000
57,95.00000000,80.00000000
58,95.00000000,80.00000000
59,95.00000000,81.00000000
60,95.00000000,80.00000000
61,95.00000000,80.00000000
62,95.00000000,80.00000000
63,95.00000000,79.00000000
64,95.00000000,78.00000000
65,95.00000000,78.00000000
66,95.00000000,78.00000000
67,95.00000000,78.00000000
68,95.00000000,78.00000000
69,95.00000000,79.00000000
70,95.00000000,79.00000000
71,95.00000000,80.00000000
72,95.00000000,81.00000000
73,95.00000000,82.00000000
74,95.00000000,82.00000000
75,95.00000000,82.00000000
76,95.00000000,82.00000000
77,95.00000000,82.00000000
78,95.00000000,81.00000000
79,95.00000000,81.00000000
80,95.00000000,81.00000000
81,95.00000000,81.00000000
82,95.00000000,81.00000000
83,95.00000000,81.00000000
84,95.00000000,81.00000000
85,95.00000000,81.00000000
86,95.00000000,81.00000000
87,95.00000000,82.00000000
88,95.00000000,82.00000000
89,95.00000000,82.00000000
90,95.00000000,82.00000000
91,95.00000000,83.00000000
92,95.00000000,82.00000000
93,95.00000000,82.00000000
94,95.00000000,81.00000000
95,95.00000000,81.00000000
96,95.00000000,81.00000000
97,95.00000000,80.00000000
98,95.00000000,80.00000000
99,95.00000000,80.00000000
100,95.00000000,80.00000000
101,95.00000000,80.00000000
102,95.00000000,80.00000000
103,95.00000000,80.00000000
104,95.00000000,79.00000000
105,95.00000000,80.00000000
106,95.00000000,80.00000000
107,95.00000000,80.00000000
108,95.00000000,81.00000000
109,95.00000000,81.00000000
110,95.00000000,81.00000000
111,95.00000000,82.00000000
112,95.00000000,82.00000000
113,95.00000000,83.00000000
114,95.00000000,83.00000000
115,95.00000000,83.00000000
116,95.00000000,83.00000000
117,95.00000000,83.00000000
118,95.00000000,83.00000000
119,95.00000000,82.00000000
120,95.00000000,83.00000000
121,95.00000000,82.00000000
122,95.00000000,82.00000000
123,95.00000000,81.00000000
124,95.00000000,81.00000000
